customer_id,year,month_name,description,category_parent,category_child,priority,performer_position,work_label,L,label_a,label_b,agreed,consensus
185,2024,Апрель,"в подъезде гудит
гудит очень сильно и долго гудит",,Не определена,Срочно,,UNDEFINED,49,Вентиляция,НЕЯСНО,False,DISPUTED
328,2025,Июль,"передать показания счетчика
показания счетчика",,Не определена,Низкий,Диспетчер АДС,UNDEFINED,46,Водоснабжение,Иное,False,DISPUTED
260,2024,Декабрь,у кого конкретно я могу уточнить по общедомовому прибору по насосу который у нас в ремонте с кем мне можно связаться,,Не определена,Срочно,Мастер,UNDEFINED,116,Иное,НЕЯСНО,False,DISPUTED
260,2026,Март,<ADDR>- срочно снять глыбу льда с крыши нет дома света,,Не определена,Средний,Мастер,UNDEFINED,60,Крыша,Крыша,True,Крыша
185,2021,Сентябрь,Нету парового в трёхкомнатной квартире,,Не определена,Срочно,,UNDEFINED,38,Отопление,Отопление,True,Отопление
328,2024,Сентябрь,"связь с оператором
связь с оператором",,Не определена,Низкий,Диспетчер АДС,UNDEFINED,37,НЕЯСНО,НЕЯСНО,True,НЕЯСНО
185,2023,Август,"в подъезде
в подъезде",,Не определена,Срочно,,UNDEFINED,21,НЕЯСНО,НЕЯСНО,True,НЕЯСНО
328,2024,Июнь,в подвале течет струк говно три недели уже залит подвал дышать нечем сколько это будет продолжаться,,Не определена,Низкий,Слесарь АДС,UNDEFINED,99,Водоотведение,Засор водоотведения,False,DISPUTED
260,2024,Ноябрь,мне нужен заявку на техника который пришел бы измерил температуру воздуха в квартире,,Не определена,Срочно,Старший техник,UNDEFINED,84,Отопление,Отопление,True,Отопление
328,2024,Сентябрь,у нас протекает крыша и обвалился потолок вчера приезжали плотники закрывать там толью забивать крышу наполовину сделали и все,,Не определена,Низкий,диспетчер АДС,UNDEFINED,126,Крыша,Крыша,True,Крыша
185,2025,Январь,нависает снег с крыши,,Не определена,Срочно,,UNDEFINED,21,Крыша,Крыша,True,Крыша
260,2023,Сентябрь,трубы которые блок видимо тепловой узел гудят,,Не определена,Срочно,Бригадир,UNDEFINED,45,Отопление,Отопление,True,Отопление
185,2021,Ноябрь,Замена трубки сливного бачка,,Не определена,Срочно,,UNDEFINED,28,Водоотведение,Ремонт,False,DISPUTED
260,2025,Сентябрь,между вторым и третьим подъездом из подвала идет пар,,Не определена,Срочно,Мастер,UNDEFINED,52,Отопление,Отопление,True,Отопление
185,2022,Ноябрь,у нас на этаже нашем третьем подъезде на четвертом этаже стало быть и открыто фрамуг ну холод идёт и никто не соизволит столько времени закрыть представляет а я женщина уже пожилая я не могу у меня сил нет и вот я бы хотела попросить вас чтобы вы кого то послали чтобы,,Не определена,Срочно,,UNDEFINED,268,Иное,Ремонт,False,DISPUTED
260,2025,Июнь,"оператора мне включите пожалуйста
мне нужен оператор соедините пожалуйста не хочу разговаривать с автоответчиком",,Не определена,Срочно,Диспетчер,UNDEFINED,112,НЕЯСНО,НЕЯСНО,True,НЕЯСНО
185,2024,Апрель,до сих пор нету этот линии,,Не определена,Срочно,,UNDEFINED,26,Электроснабжение,НЕЯСНО,False,DISPUTED
185,2023,Март,"<ADDR> козырёк оторвался на доме железово болтается оторвётся кому на голову
хочу чтобы побыстрее отремонтировали то оторвётся кому нибудь голову оторвёт козырёк этот",,Не определена,Срочно,,UNDEFINED,174,Ремонт,Ремонт,True,Ремонт
260,2026,Февраль,в подвале прорвала трубу,,Не определена,Средний,Мастер,UNDEFINED,24,Водоснабжение,Водоснабжение,True,Водоснабжение
328,2026,Январь,скажите вашему директору <NAME> если будет установи канал,,Не определена,Низкий,АДС,UNDEFINED,66,Иное,НЕЯСНО,False,DISPUTED
328,2024,Октябрь,я бы хотела передать показания по горячей воде,,Не определена,Низкий,Диспетчер АДС,UNDEFINED,46,ГВС,ГВС,True,ГВС
185,2024,Май,просьба отключить тепло,,Не определена,Срочно,,UNDEFINED,23,Отопление,Отопление,True,Отопление
185,2021,Декабрь,Ремонт домофона необходимо,,Не определена,Срочно,,UNDEFINED,26,Домофоны,Домофоны,True,Домофоны
328,2024,Октябрь,отсутствует теплоснабжения,,Не определена,Низкий,Диспетчер АДС,UNDEFINED,26,Отопление,Отопление,True,Отопление
185,2021,Июнь,У нас случилась дерево упало,,Не определена,Срочно,,UNDEFINED,28,Иное,Иное,True,Иное
185,2023,Октябрь,я давала заявку у нас в кухне и в бане нет тепла в кухне ненадолго дали тепло и исчезла опять тепло опять нет тепла,,Не определена,Срочно,,UNDEFINED,115,Отопление,Отопление,True,Отопление
185,2021,Июль,Отключено и Свистунов меня,,Не определена,Срочно,,UNDEFINED,26,НЕЯСНО,НЕЯСНО,True,НЕЯСНО
537,2024,Сентябрь,в первом подъезде на четвертом этаже нужно восстановить,,Не определена,Срочно,мастер,UNDEFINED,55,Ремонт,НЕЯСНО,False,DISPUTED
185,2025,Сентябрь,в пятницу проверяли дымоходы человека у меня значит забито дымоход забит хотелось бы чтобы прочистили его чтобы муж было пользоваться колонкой,,Не определена,Срочно,,UNDEFINED,142,Вентиляция,Вентиляция,True,Вентиляция
328,2026,Март,"мне нужен телефон
выписки и прописки",,Не определена,Низкий,Диспетчер АДС,UNDEFINED,36,Иное,Иное,True,Иное
185,2023,Декабрь,хотела у нас холодное полотенце сушитель после вчерашнего ремонта что то делали сотрудники ваши,,Не определена,Срочно,,UNDEFINED,95,ГВС,ХВС,False,DISPUTED
185,2021,Декабрь,Авария конденсат идёт с окна капает,,Не определена,Срочно,,UNDEFINED,35,Иное,НЕЯСНО,False,DISPUTED
185,2025,Сентябрь,тепло в подъезде есть а в квартирах нет,,Не определена,Срочно,,UNDEFINED,39,Отопление,Отопление,True,Отопление
260,2024,Июнь,подкачивающий водяной насос в подвале,,Не определена,Срочно,Мастер,UNDEFINED,37,Водоснабжение,Водоснабжение,True,Водоснабжение
260,2023,Декабрь,"да
<NAME> то нету на месте она бы сказала что делать то",,Не определена,Средний,Мастер,UNDEFINED,59,НЕЯСНО,НЕЯСНО,True,НЕЯСНО
328,2025,Апрель,"сведения передать на
пока нет",,Не определена,Низкий,Диспетчер АДС,UNDEFINED,29,НЕЯСНО,НЕЯСНО,True,НЕЯСНО
185,2023,Апрель,"<ADDR>
что",,Не определена,Срочно,,UNDEFINED,27,НЕЯСНО,НЕЯСНО,True,НЕЯСНО
185,2023,Октябрь,у нас ничего не случилось у нас семнадцатое число сегодня и у нас нет пара,,Не определена,Срочно,,UNDEFINED,74,ГВС,Отопление,False,DISPUTED
260,2024,Декабрь,тоже невозможно дышать нечем я задыхаю все вопросы звонила сейчас в департамент все вопросы на на конскую шесть звонила тоже все вопросы коммунальщик работает с этим вопросом задушили не,,Не определена,Срочно,Диспетчер,UNDEFINED,186,Вентиляция,Вентиляция,True,Вентиляция
328,2025,Октябрь,у нас секции до сих пор нету тепла,,Не определена,Низкий,диспетчер АДС,UNDEFINED,34,Отопление,Отопление,True,Отопление
328,2025,Ноябрь,сегодня должны были прийти мастера в двенадцать часов дня мастеров не было,,Не определена,Низкий,Диспетчер АДС,UNDEFINED,74,Иное,НЕЯСНО,False,DISPUTED
185,2021,Сентябрь,У нас нет Типа до сих пор,,Не определена,Срочно,,UNDEFINED,25,Отопление,НЕЯСНО,False,DISPUTED
185,2024,Апрель,на проезжей части по улице <ADDR> напротив бара <NAME> открытка  люк,,Не определена,Срочно,,UNDEFINED,69,Иное,Иное,True,Иное
260,2026,Январь,козырек это самое на квартире номер <ADDR> скоро упадет можно его сделать,,Не определена,Средний,Старший техник,UNDEFINED,71,Ремонт,Ремонт,True,Ремонт
185,2024,Октябрь,на первом на первом этаже шумит электрический ящик,,Не определена,Срочно,,UNDEFINED,50,Электроснабжение,Электроснабжение,True,Электроснабжение
185,2023,Октябрь,у нас нужно проверить цвет розетку,,Не определена,Срочно,,UNDEFINED,34,Электроснабжение,Электроснабжение,True,Электроснабжение
328,2025,Декабрь,проблема с сантехникой,,Не определена,Низкий,Диспетчер АДС,UNDEFINED,22,Водоснабжение,Водоснабжение,True,Водоснабжение
260,2025,Апрель,вот ночью вот на дворе это надо спать ложиться а посредине квартиры очень шумно они подтянули все по насреддину от от ванны и на балкон на балкон в общем,,Не определена,Срочно,Мастер,UNDEFINED,153,Иное,НЕЯСНО,False,DISPUTED
260,2025,Август,"надо убрать контейнер мусорный
перезвоните на мой номер телефона",,Не определена,Срочно,Техник,UNDEFINED,64,Уборка уличная,Иное,False,DISPUTED
328,2026,Январь,"протекает
уже миллион раз было",,Не определена,Низкий,АДС,UNDEFINED,30,Водоснабжение,НЕЯСНО,False,DISPUTED
185,2022,Декабрь,я звонила делала заявку но это у нас внутренняя там авария я отменяю заказ,,Не определена,Срочно,,UNDEFINED,74,Иное,НЕЯСНО,False,DISPUTED
88,2024,Июль,у меня от вас пропущенный звонок,,Не определена,Срочно,офис-менеджер,UNDEFINED,32,НЕЯСНО,НЕЯСНО,True,НЕЯСНО
328,2024,Февраль,почистить надо возле магазина <ADDR>,,Не определена,Низкий,Диспетчер АДС,UNDEFINED,35,Уборка уличная,Уборка уличная,True,Уборка уличная
185,2025,Май,у нас крыша крыша еще,,Не определена,Срочно,,UNDEFINED,21,Крыша,Крыша,True,Крыша
328,2024,Октябрь,"счет стояк
да вы че это вчера",,Не определена,Низкий,Диспетчер АДС,UNDEFINED,29,НЕЯСНО,НЕЯСНО,True,НЕЯСНО
260,2025,Сентябрь,ну <NAME> иди посмотри,,Не определена,Срочно,диспетчер,UNDEFINED,20,НЕЯСНО,НЕЯСНО,True,НЕЯСНО
185,2022,Август,"так у меня уже вчера вызывала 
 
да приходили но сказали надо гибкую это подвязку и до пятидесяти и две дойти я купила пусть приходят тогда",,Не определена,Срочно,,UNDEFINED,139,Водоснабжение,НЕЯСНО,False,DISPUTED
185,2024,Февраль,так дворы нечищенные невозможно ходить даже скоро проехать не может ни такси ни скоро ничего не вызвать,,Не определена,Срочно,,UNDEFINED,103,Уборка уличная,Уборка уличная,True,Уборка уличная
